transaction_method,transaction_type,amount,old_balance,new_balance,is_fraud
2,1,7252.8107022281965,7123.878869227589,-128.93183300060718,1.0
2,1,5747.132875151208,13940.260278685259,8193.12740353405,0.0
2,1,6675.451248569869,11202.319660186968,4526.868411617099,0.0
1,1,7772.722363661043,7729.251286558705,-43.47107710233831,1.0
3,2,8623.407706845306,8404.992036150838,-218.41567069446864,0.0
2,2,3145.61621225748,11242.21765246459,8096.601440207109,0.0
2,1,5384.846826585391,117.29455774322605,-5267.552268842164,1.0
2,1,8402.679703607606,1570.197369072197,-6832.482334535409,0.0
2,1,9894.616798340914,17625.161355260232,7730.544556919318,0.0
2,1,8896.297917327194,1557.5797818258152,-7338.718135501379,1.0
2,2,3720.9579536175243,14136.071924210102,10415.113970592578,1.0
3,1,1959.7135070143177,18400.76328218105,16441.049775166735,0.0
3,2,4899.031448691821,5413.672086034622,514.6406373428008,0.0
2,1,7418.998103842062,7409.828741190286,-9.169362651776282,0.0
3,2,4930.765016825443,11378.428116894325,6447.663100068882,0.0
1,1,4836.976824503548,17634.179392771694,12797.202568268145,0.0
2,1,8383.921906607187,18838.111745208404,10454.189838601216,0.0
1,2,3620.423752881192,14791.264962225361,11170.84120934417,0.0
1,1,8599.34880136834,1732.3952170938805,-6866.953584274459,0.0
2,1,4073.979961507718,13383.083110697016,9309.103149189297,1.0
3,1,3289.048725726611,8206.07443745324,4917.02571172663,0.0
1,2,4545.359212884993,9414.019989821232,4868.660776936239,1.0
2,1,7626.845117161935,982.9678069035408,-6643.877310258395,1.0
1,1,1268.760258361303,3821.2427869271637,2552.482528565861,0.0
1,2,1972.2279665614537,15810.272150672954,13838.0441841115,0.0
1,2,9514.93380837429,9079.176660957195,-435.75714741709453,0.0
1,2,1763.1613575397603,6033.244832622977,4270.083475083216,0.0
3,1,5681.595906131235,7680.381479299163,1998.7855731679283,1.0
1,1,5797.351521952759,17087.990266513603,11290.638744560845,0.0
1,1,4901.348375881946,14979.980348099138,10078.631972217192,0.0
1,2,6451.005033282418,5446.307943621656,-1004.6970896607618,0.0
3,1,2305.9689907182083,2350.036804247466,44.06781352925782,1.0
1,1,5531.096055089714,5039.964432881434,-491.13162220828053,0.0
1,2,3728.0108199165024,18415.129021094675,14687.118201178173,1.0
3,2,6620.055923695599,11631.776756995107,5011.720833299508,0.0
3,2,1420.8231982977632,10669.604174895658,9248.780976597895,1.0
3,2,5713.065394226368,11927.87199384923,6214.806599622862,1.0
1,2,1860.8508502794039,7320.565314930305,5459.714464650901,1.0
3,1,2793.6442005192134,16142.140406390256,13348.496205871043,0.0
3,2,2194.9109052325966,10465.724986004996,8270.8140807724,0.0
1,1,1836.549420889483,2334.958055375911,498.4086344864281,0.0
3,1,8258.852406091064,2581.302496581259,-5677.549909509805,0.0
1,2,2864.2186009322945,10737.182930052368,7872.964329120074,0.0
2,2,9271.966580825849,18731.404361416782,9459.437780590933,1.0
3,2,9699.565988198457,6167.042433523975,-3532.5235546744825,0.0
2,1,5716.8920946716025,17390.823377184366,11673.931282512764,0.0
1,2,1438.5812154306068,15281.911731577586,13843.33051614698,0.0
3,2,3751.736951362017,4956.248858138137,1204.5119067761198,1.0
1,2,7979.345310848658,726.8149663248491,-7252.53034452381,1.0
2,2,3680.233379683734,2036.9453028476548,-1643.288076836079,1.0
1,2,879.3020108448595,14569.878676948803,13690.576666103943,0.0
3,1,5572.281260172597,3993.394760812934,-1578.8864993596635,0.0
3,1,8452.757306445388,7425.418410107875,-1027.3388963375128,1.0
2,1,7961.304607563588,10033.983320128496,2072.678712564908,0.0
1,2,1759.480169902229,14509.363369003257,12749.883199101028,0.0
3,2,6730.918497980542,2264.6244651825077,-4466.294032798034,0.0
2,2,2212.8375917221147,8127.32810554923,5914.490513827115,0.0
3,1,2189.8932701762005,9701.458182853909,7511.564912677708,1.0
3,2,8741.9770153188,10816.541279430794,2074.564264111994,0.0
1,2,2504.1928378748994,16367.212827904334,13863.019990029434,0.0
3,2,2639.8409917149315,3433.563900864338,793.7229091494064,1.0
1,1,16.52737370538255,16156.629036532446,16140.101662827063,1.0
3,2,8707.983650913922,13857.568553933044,5149.584903019122,1.0
2,1,7928.022183959256,11117.416283979186,3189.39410001993,0.0
3,2,6277.016061555873,13990.557408051438,7713.5413464955645,1.0
1,1,7505.154981749034,8240.354779033129,735.1997972840945,0.0
1,1,1528.965188570673,2767.9517193624915,1238.9865307918185,0.0
2,1,4588.652709929878,13315.304805307347,8726.652095377469,1.0
3,2,3518.681679614321,10493.446133712445,6974.764454098124,0.0
3,2,946.8274973075947,12787.49601085551,11840.668513547915,0.0
2,1,4866.443547297092,6759.9756205698,1893.5320732727087,1.0
3,1,9208.189106922928,18137.33154679672,8929.14243987379,1.0
3,2,410.19059931643784,11747.397371511539,11337.2067721951,1.0
1,2,2921.694525803001,1708.0496858174765,-1213.6448399855244,1.0
3,1,2083.3339526949776,8996.079814088573,6912.745861393595,0.0
3,2,2389.085070120306,15127.121094872686,12738.036024752379,0.0
2,2,9085.26117327496,15882.691234645448,6797.430061370489,0.0
2,2,4686.009851800558,9891.941055275176,5205.931203474618,0.0
1,2,4668.33113526879,17894.951416626023,13226.620281357234,0.0
3,1,7608.15066812827,5353.3687438859515,-2254.7819242423184,1.0
3,2,1553.3771180092087,8211.973944765332,6658.596826756123,0.0
3,2,4877.7808874595075,17971.9382113794,13094.157323919895,1.0
1,1,4305.5522890693865,17925.134329431577,13619.582040362191,0.0
1,1,5973.137798561094,13714.255376493618,7741.117577932524,1.0
2,2,9995.581455471882,17179.610942444404,7184.029486972522,0.0
1,2,7696.79445187965,1775.4653391246534,-5921.3291127549965,0.0
3,2,3984.678373144098,17299.899524155528,13315.22115101143,0.0
3,2,8277.25499221773,6412.398131004536,-1864.856861213194,0.0
1,1,1715.376549491677,3566.6302485643264,1851.2536990726494,0.0
3,1,314.33222622651164,4787.396726840927,4473.064500614415,0.0
3,1,2052.4392409180878,8359.370160277742,6306.930919359655,0.0
1,2,3410.711445581454,5023.840092089345,1613.1286465078906,0.0
1,2,5110.701767021003,6411.351720329981,1300.6499533089773,1.0
3,2,6155.140114006586,2699.569721432842,-3455.5703925737444,0.0
3,2,9106.951114972073,5923.53531117997,-3183.4158037921025,0.0
3,1,5103.441555409072,11445.676290840023,6342.234735430951,0.0
2,1,5017.743689811036,8837.07416182128,3819.3304720102433,1.0
2,2,511.9276681315915,6934.375224718224,6422.447556586632,1.0
2,1,358.76641103567584,14929.04257714228,14570.276166106603,0.0
1,2,5516.088019544557,17870.19942786636,12354.111408321802,0.0
2,2,4387.4043463509615,15135.784458047941,10748.38011169698,0.0
1,1,8393.412145853183,6640.014042353584,-1753.3981034995986,0.0
1,2,1615.1890512713333,14888.843356751073,13273.65430547974,0.0
2,2,259.4669045493255,3039.603649481024,2780.1367449316986,0.0
2,1,4495.897291621957,2606.359761825818,-1889.537529796139,0.0
2,2,2382.4107819550522,6912.540740723179,4530.129958768126,0.0
3,2,505.6475896549861,16154.04738088114,15648.399791226155,0.0
2,1,7248.736885607813,4926.964944846038,-2321.771940761775,0.0
3,2,1124.8140695729023,1265.0681779735917,140.25410840068935,0.0
1,1,6087.1118050776395,2634.190704127102,-3452.9211009505375,1.0
3,2,2817.6870041672228,17174.899370591604,14357.21236642438,0.0
2,1,1743.22554304667,12675.665694945752,10932.440151899082,0.0
1,1,3803.7177139639816,5064.023267399533,1260.3055534355517,1.0
1,1,8016.443304467307,11105.916506563626,3089.4732020963193,0.0
1,2,3927.014833276681,10551.592448507008,6624.577615230327,1.0
3,1,7510.188795618446,13108.719568813225,5598.530773194779,0.0
2,1,1263.6081050235155,4663.7510884323265,3400.1429834088112,0.0
1,1,7729.98648245414,17288.059743887952,9558.073261433812,0.0
1,1,2376.96391581742,6187.371241600257,3810.4073257828372,0.0
1,1,6777.157367589839,13882.633079524738,7105.475711934899,0.0
3,2,5662.157732861553,322.49292744429783,-5339.664805417256,1.0
3,2,9292.155724944756,7453.142597882945,-1839.0131270618112,0.0
2,2,3879.351954573387,7034.196359176166,3154.844404602779,0.0
3,2,670.9902364560601,10869.68857166029,10198.69833520423,1.0
1,2,201.3633006570165,1454.72523554393,1253.3619348869136,0.0
2,2,8270.317024117803,15802.627474522165,7532.310450404362,0.0
1,2,5252.109020237707,4355.616035351371,-896.4929848863367,0.0
1,1,7754.688077831143,13540.756297640204,5786.068219809061,0.0
3,2,2351.9117441150315,16064.242464881863,13712.330720766831,1.0
2,1,3457.386617677205,11237.539124830262,7780.152507153058,0.0
3,1,310.7376833910762,14817.66413443971,14506.926451048634,1.0
3,2,9615.30832249538,13237.20624430011,3621.89792180473,0.0
2,1,6682.000387941126,7110.595943040153,428.59555509902657,0.0
1,1,9332.718826715469,16177.170780671306,6844.451953955837,0.0
1,1,2662.3091102164326,5894.02739771056,3231.7182874941273,1.0
2,1,6118.521476144352,11424.258355030342,5305.73687888599,0.0
1,2,6788.214683243452,14907.95478283079,8119.740099587338,0.0
2,2,3182.3215055733085,7579.118196250152,4396.796690676843,0.0
2,2,8482.611257806144,6055.352152348501,-2427.2591054576433,1.0
3,2,9472.143014373476,9186.920203456455,-285.222810917021,1.0
2,2,8849.702625783084,16359.269886983073,7509.567261199989,1.0
3,2,7393.279089634331,18598.435262913295,11205.156173278963,1.0
1,2,2781.872150452291,10901.668257197804,8119.796106745513,1.0
1,2,2823.344260635261,13229.324106473037,10405.979845837777,0.0
1,2,9633.969601255918,18065.472444778283,8431.502843522365,0.0
1,2,112.74211439756337,1970.937028258848,1858.1949138612845,1.0
3,1,7163.339232689023,4641.571557323301,-2521.7676753657224,0.0
1,2,7065.399163927069,14178.000125031649,7112.60096110458,0.0
2,1,6230.6685140884765,16474.889238245993,10244.220724157516,0.0
2,1,9901.187372407789,17140.58056661156,7239.393194203771,0.0
2,1,3125.6755632796153,8302.143537098651,5176.467973819035,0.0
3,1,3406.3189192945492,1786.7980458373368,-1619.5208734572125,0.0
1,2,798.6046354360899,8755.629545992399,7957.024910556309,0.0
1,1,4433.553384071937,4614.691804141075,181.1384200691382,0.0
1,2,2617.8747770861323,5823.929099932483,3206.0543228463507,0.0
3,2,3440.433154754666,15445.351136750116,12004.91798199545,1.0
2,1,8347.372184653721,1510.5417205177373,-6836.830464135984,1.0
2,2,9355.490290139682,16551.62434961404,7196.13405947436,0.0
1,1,1865.4733893318044,8553.381716483382,6687.908327151577,1.0
2,1,3731.3642262191242,11921.278622011901,8189.914395792777,1.0
2,2,9287.019315532787,1793.04462471358,-7493.974690819206,0.0
3,2,627.4665222853341,6747.181567145592,6119.715044860259,1.0
3,1,932.6816758326713,1794.0183802969157,861.3367044642443,1.0
3,2,1636.2819821702315,19230.87445762219,17594.59247545196,0.0
3,2,5956.176212927478,16145.232986525009,10189.056773597531,0.0
1,2,1513.2179873499147,9192.655087129204,7679.437099779289,1.0
3,1,9681.083050692827,4472.050966473422,-5209.032084219405,1.0
2,1,4472.678127312618,18669.102104997044,14196.423977684426,0.0
1,2,5020.164423898163,6891.931914539436,1871.767490641273,1.0
2,2,2474.1195718960107,3219.6886337474953,745.5690618514845,0.0
2,2,4714.892921822988,11263.287769079097,6548.39484725611,0.0
2,2,6622.517190043745,18875.48240689632,12252.965216852575,1.0
3,2,7514.259598170887,76.6058100064515,-7437.653788164436,1.0
3,1,7541.142146272031,4762.496865079975,-2778.6452811920562,0.0
1,2,5783.132215813943,18768.952808208152,12985.82059239421,1.0
1,1,9044.554152188633,3421.719337143241,-5622.834815045393,1.0
3,2,8175.904394588033,2264.8690327963973,-5911.035361791635,1.0
2,1,7572.910665839268,11403.74431599609,3830.833650156821,0.0
1,2,565.4991615878016,17236.8764658966,16671.377304308797,0.0
3,1,78.71084257429665,9542.196353878522,9463.485511304225,0.0
3,2,2132.348299182775,19891.285133690493,17758.936834507716,0.0
3,1,6638.600703195389,13583.433990759857,6944.833287564468,1.0
2,1,4117.862913936633,1481.4981442089547,-2636.3647697276783,0.0
3,1,4030.0385304001243,19856.64263363951,15826.604103239384,0.0
3,1,8847.023013413842,8157.884735603809,-689.1382778100333,1.0
3,1,8956.67285283707,5748.050676909651,-3208.6221759274185,0.0
3,1,9092.660887895321,11157.583671557712,2064.9227836623904,0.0
1,2,3145.6419843851227,6086.151836417286,2940.5098520321635,0.0
1,1,6913.647569265225,1729.1501424030464,-5184.497426862178,1.0
3,2,2723.615480930953,28.566861583534386,-2695.0486193474185,0.0
2,2,1914.1922324137533,8991.667058405246,7077.474825991493,1.0
1,2,1854.4782489002184,16737.268444531845,14882.790195631625,0.0
3,2,3427.6551324273046,11446.303712601532,8018.648580174227,1.0
1,2,4305.276621600419,19984.145978868815,15678.869357268395,0.0
1,1,8311.182218840133,5736.932912943999,-2574.2493058961336,1.0
2,1,1207.712023792394,5609.101295201107,4401.389271408713,0.0
3,1,7351.909215474993,3194.989204678884,-4156.92001079611,1.0
3,2,5319.234592751161,3281.2717653067034,-2037.9628274444572,0.0
2,1,2886.5739733331648,5703.731920200956,2817.157946867791,1.0
2,1,4933.2676494829175,15856.800905470544,10923.533255987626,1.0
3,1,3006.421277072456,18115.135812728957,15108.714535656502,0.0
3,1,5964.858732830677,19501.743394153626,13536.884661322949,1.0
2,1,4344.100789323889,4645.793081929052,301.69229260516295,1.0
1,2,1652.4112354979986,17625.950912281834,15973.539676783836,0.0
1,1,1174.6649148114102,6565.101785546741,5390.436870735331,0.0
2,2,5471.4898639005805,2256.8108903376883,-3214.678973562892,0.0
1,2,9025.106202528174,17400.49851040331,8375.392307875138,1.0
2,2,3446.1372887112784,12722.112692872372,9275.975404161094,0.0
1,2,7332.671071154006,3294.6179216212345,-4038.053149532772,1.0
1,2,6590.026935848272,8596.625150260052,2006.5982144117797,0.0
3,1,9316.233593951716,5745.153897541353,-3571.079696410363,0.0
3,1,8211.600362818417,14735.89137420394,6524.291011385523,1.0
1,1,5670.386536465575,9068.324612485361,3397.9380760197864,0.0
1,2,6573.734677358732,19785.5989021277,13211.864224768966,0.0
3,1,8984.880801174508,1094.8996451919024,-7889.981155982605,0.0
3,1,4001.1926580234785,7100.305322724934,3099.1126647014553,1.0
3,2,3274.679111519196,9638.003342199549,6363.324230680353,1.0
2,2,118.00272551561143,10062.671094966396,9944.668369450785,0.0
1,2,8267.245231172728,6318.716447712735,-1948.528783459993,1.0
3,2,8011.797197029615,14584.80498195136,6573.007784921745,0.0
1,1,1053.5006358205123,17494.941469779496,16441.440833958983,0.0
2,2,5772.805237515676,18774.38603955726,13001.580802041583,0.0
2,2,4645.177164687205,16101.867535990525,11456.69037130332,0.0
3,1,1195.9038641360235,17011.60394613199,15815.700081995965,0.0
2,1,9805.876588336629,11010.90601239991,1205.029424063281,1.0
1,2,2154.811915758921,16517.764528536292,14362.952612777372,1.0
3,1,681.6694591047059,6070.078182959044,5388.408723854338,0.0
1,2,5952.525321224077,7969.575242184288,2017.0499209602112,0.0
1,2,7391.278104558996,6338.2602763708865,-1053.01782818811,0.0
2,1,334.1100260113978,9347.746708958508,9013.63668294711,0.0
2,1,6590.589210882951,5711.592324772728,-878.9968861102234,0.0
2,2,5327.59584075503,19232.228845088935,13904.633004333906,1.0
2,2,1041.6174386617336,6256.892560113363,5215.27512145163,1.0
2,2,1733.513530694157,1960.8907622187965,227.37723152463946,0.0
3,1,5684.063230187644,10536.343321008268,4852.280090820624,0.0
1,2,2970.612558997751,1141.9815689035272,-1828.6309900942238,0.0
1,2,9383.774129226647,2210.8633261716104,-7172.910803055037,0.0
1,2,8189.214892545668,4387.787783924926,-3801.427108620742,0.0
1,2,9835.836393071493,9287.004997642834,-548.8313954286587,1.0
2,2,2604.1116811146358,8665.018646180557,6060.906965065921,1.0
1,1,9697.53909165179,15993.837240055824,6296.298148404034,0.0
3,2,4318.026359217663,14789.493077682268,10471.466718464604,0.0
3,2,3481.712765184409,8526.365879814026,5044.6531146296165,1.0
1,2,512.9917744238389,6674.0841515125985,6161.092377088759,0.0
1,2,537.1249260174302,6329.375681229972,5792.250755212542,0.0
3,1,6923.19244690708,15479.90174588018,8556.7092989731,0.0
3,1,4584.710654395939,1041.4481244253948,-3543.262529970544,1.0
2,1,2272.951044100696,256.4329902121165,-2016.5180538885795,0.0
3,2,6143.563360189074,15910.88783853296,9767.324478343886,0.0
2,2,2536.0526013186104,9542.927519780986,7006.874918462376,1.0
2,1,5780.541225900782,2617.6227710715193,-3162.9184548292624,0.0
2,1,3598.4953823570763,4711.318691890026,1112.8233095329492,0.0
2,1,8237.286743852072,18650.07906194765,10412.792318095579,1.0
2,2,8208.754646060126,17190.05951249796,8981.304866437833,0.0
1,2,4778.730477242789,14195.701004479452,9416.970527236663,0.0
3,1,3514.682902256806,9644.504606746532,6129.8217044897265,1.0
2,1,3631.9723676253543,10406.472523827715,6774.500156202361,1.0
3,1,8059.088111425497,19504.890705679172,11445.802594253675,1.0
3,2,3288.5130331481437,19315.408877685742,16026.8958445376,1.0
2,2,2098.5031433313916,4305.380915716685,2206.8777723852936,1.0
1,2,856.0365353343152,16222.091326106363,15366.054790772048,0.0
2,1,4672.2642776352395,3944.853323340336,-727.4109542949036,1.0
1,1,4826.4996682092205,4270.749557679028,-555.7501105301926,0.0
3,2,8410.678016925043,13521.860683291536,5111.182666366492,0.0
1,1,2220.174577496179,8100.021971750968,5879.847394254789,0.0
1,2,3816.1028239473153,18630.888142130403,14814.785318183087,0.0
1,1,8085.9733315479725,1780.1946979201766,-6305.778633627796,0.0
3,1,8237.999871382246,10230.512816189861,1992.512944807615,0.0
3,1,3852.2646490278944,18370.430608862425,14518.16595983453,0.0
1,1,4596.648992633942,18082.273209590105,13485.624216956163,0.0
1,2,3039.8260495843365,3130.5842683148244,90.7582187304879,0.0
2,1,9326.223235408928,7332.754001929129,-1993.4692334797992,0.0
1,2,1195.2512197583874,12382.428000933925,11187.176781175538,0.0
2,2,9338.156735784685,3187.897695428044,-6150.259040356641,0.0
1,2,6841.825853835079,19360.443440914773,12518.617587079694,0.0
2,1,5320.405805340444,18294.986574553208,12974.580769212764,0.0
3,2,336.26401723711376,3339.003580689384,3002.73956345227,1.0
1,2,4761.205956301863,2423.1092252197086,-2338.0967310821543,0.0
1,2,4083.4035689772954,1708.169656165306,-2375.2339128119893,0.0
1,1,1620.5759316314743,18188.873280732623,16568.29734910115,0.0
1,1,6567.531938971562,3872.4761959092157,-2695.0557430623467,1.0
2,2,9711.797564609175,8325.698570887094,-1386.0989937220802,0.0
1,1,5626.266222534606,8977.02731304006,3350.7610905054544,0.0
3,2,7150.385231675019,11980.220884271352,4829.835652596333,1.0
3,2,693.8200211345077,1434.7068749484993,740.8868538139916,0.0
1,1,4182.493288211777,4535.172348010319,352.67905979854186,0.0
3,2,1172.4212667933139,18629.80773837852,17457.386471585207,1.0
1,1,6131.830397009739,18168.20214537139,12036.371748361651,0.0
1,1,9385.436760559405,15625.812948113844,6240.376187554439,0.0
3,2,6621.159547391669,388.0249123643087,-6233.13463502736,1.0
1,1,777.262452661071,6540.135369922042,5762.872917260971,0.0
3,1,3553.1153878009777,12559.174706858155,9006.059319057178,1.0
2,2,5511.127160614107,5503.8042354695135,-7.3229251445936825,0.0
1,2,4038.0454837711895,18191.733901075546,14153.688417304356,0.0
2,1,8338.103664646971,12677.789236648838,4339.685572001867,0.0
3,1,8148.563337052792,1438.134346328912,-6710.42899072388,1.0
2,2,6122.191890831182,18180.11177671406,12057.919885882879,0.0
2,1,3740.8448718757254,19155.33316352445,15414.488291648726,0.0
3,1,2560.810373894809,1554.2483678345097,-1006.5620060602992,1.0
2,1,1067.6844389491619,10647.204697226298,9579.520258277136,0.0
2,1,3555.427858030675,6067.285644283409,2511.857786252734,0.0
3,1,4137.593446905118,7856.781529628048,3719.1880827229297,0.0
2,1,6761.471021789695,3593.024359106838,-3168.4466626828575,0.0
3,1,6585.016644732759,11561.44204024825,4976.425395515491,0.0
2,2,710.3803150161569,19159.58706497781,18449.206749961653,0.0
3,2,3958.6405611572663,10061.45200543218,6102.811444274914,0.0
3,2,1825.9708835014455,1658.2916278896232,-167.67925561182233,1.0
2,2,1576.558926114889,12400.026669548168,10823.467743433279,0.0
2,2,8274.748475875087,6804.459889025141,-1470.2885868499461,0.0
2,1,428.73301499541276,17118.503791825955,16689.77077683054,0.0
1,1,4197.636930262192,8693.562966329404,4495.9260360672115,1.0
1,1,1690.3545211075168,3856.792178844912,2166.437657737395,0.0
1,1,8794.508854627955,3822.112453822899,-4972.396400805055,0.0
3,2,5574.834727617601,15375.283614423208,9800.448886805607,0.0
2,1,2321.492557404712,5311.751966147198,2990.259408742486,1.0
3,1,5029.2485987921,15344.66788318446,10315.41928439236,0.0
1,2,7317.548733434127,4117.7462153319875,-3199.8025181021394,0.0
2,1,9581.598909105143,6433.727374026188,-3147.8715350789553,1.0
3,1,2212.2555824117353,9309.739448793987,7097.483866382252,0.0
2,2,8862.955903572158,18863.916993869014,10000.961090296856,0.0
3,1,9343.698100533227,18634.628495076493,9290.930394543266,0.0
2,1,9165.041239875341,4137.437508445756,-5027.603731429585,1.0
1,1,6357.78942505048,7164.380824861456,806.5913998109763,0.0
1,1,6301.90833780273,2987.9877690754465,-3313.9205687272834,0.0
2,1,4038.0742255063897,10199.701586269943,6161.627360763553,1.0
3,2,7526.454844214841,9211.651013893332,1685.196169678491,1.0
1,2,5317.62724332581,18015.20324901465,12697.57600568884,0.0
1,2,6777.6063315706615,18600.10755582145,11822.50122425079,0.0
1,2,4290.294459449467,7671.347820145842,3381.0533606963754,0.0
2,2,7317.649675790959,9834.758860379789,2517.1091845888295,0.0
2,2,8246.470460869445,17924.72498292266,9678.254522053216,0.0
3,1,1472.898203462133,16134.15615490123,14661.257951439096,0.0
3,2,8330.967858586539,73.12622689298553,-8257.841631693553,0.0
3,2,5407.562352585169,6401.19128367165,993.6289310864813,0.0
2,1,8448.21243181134,8435.484838722517,-12.727593088822687,1.0
2,1,4318.704046346736,4594.325673664634,275.62162731789886,1.0
3,2,3796.61444897652,3991.432317918775,194.8178689422548,0.0
3,1,9151.456717847052,755.6901319135934,-8395.766585933457,0.0
2,2,2519.180982808529,12867.39450139521,10348.213518586683,0.0
3,1,8443.681129608569,5250.205809663313,-3193.475319945256,0.0
1,2,4845.365519368947,1046.9435686262618,-3798.4219507426856,0.0
2,1,5145.8134710870845,4619.586210561273,-526.2272605258113,0.0
3,1,3091.5981320799456,16038.279056722531,12946.680924642586,1.0
2,2,5734.691584183966,17029.783632930932,11295.092048746967,1.0
1,2,3258.859850799351,9661.324903866052,6402.465053066701,0.0
2,2,402.3014482741066,8321.413408173723,7919.1119598996165,0.0
2,2,2727.266067390117,19557.073870035634,16829.80780264552,0.0
2,2,73.72664363184089,4011.2931917613982,3937.5665481295573,1.0
2,1,9783.764322697998,4307.18565709217,-5476.578665605828,0.0
1,2,9657.814626099278,5837.343540727995,-3820.471085371283,0.0
2,2,3957.6014217483275,3455.146365621746,-502.45505612658144,1.0
2,1,7286.424834853064,7587.311964083731,300.8871292306676,1.0
3,1,3464.6029231201455,18216.684539795075,14752.081616674928,0.0
2,2,6714.220639288901,12306.956812571485,5592.736173282584,0.0
3,1,8056.246130029331,8238.930972245273,182.6848422159419,0.0
1,1,9468.094884475486,18688.215891424297,9220.121006948812,0.0
1,2,4008.1206357382234,969.2846495164464,-3038.835986221777,0.0
1,1,7835.146849730916,4205.523558037227,-3629.6232916936888,0.0
